tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
441.95,10.13,5.3,7.4,27.4,81.87,36.83,Low
690.97,0.27,6.71,42.97,13.96,38.07,55.56,Low
797.38,5.57,5.15,33.46,37.67,44.18,64.66,Low
197.6,12.13,8.39,44.8,27.75,77.6,66.71,Low
797.76,19.61,5.66,76.56,18.93,35.65,39.77,Low
503.67,7.18,8.45,18.98,38.31,36.79,60.35,Low
533.45,3.52,7.02,5.7,12.31,88.63,38.61,Low
427.09,1.88,7.55,13.75,38.27,52.04,1.72,High
371.86,14.16,5.69,10.12,37.44,52.23,5.38,Low
599.8,5.44,8.09,60.31,25.14,86.23,30.75,Low
274.03,14.03,5.57,35.9,29.97,88.09,64.85,Low
201.42,7.84,6.94,51.56,36.63,55.69,1.12,Low
463.12,5.25,8.03,92.78,17.77,36.5,18.91,Low
722.04,2.34,8.21,48.52,28.93,59.3,80.76,Low
448.11,6.68,6.06,76.06,39.16,60.52,20.98,Low
97.65,7.04,7.26,77.92,20.51,44.4,35.12,Low
607.41,14.35,8.54,16.16,14.71,42.0,55.95,Low
465.8,1.85,8.65,53.21,12.57,60.96,26.7,Low
630.5,7.37,6.37,1.69,38.62,38.75,15.41,Low
372.62,1.88,5.8,60.74,37.09,69.81,16.15,Low
168.94,5.94,5.3,0.33,39.98,49.54,29.47,Low
756.03,13.52,6.18,52.77,12.44,67.11,63.17,Low
417.12,11.73,8.62,15.28,36.84,52.18,21.98,Low
655.6,6.91,6.58,17.71,39.86,85.51,8.9,Low
104.93,0.38,6.5,11.83,10.79,36.37,95.9,High
60.05,2.73,6.08,88.35,28.19,34.25,28.28,Low
77.77,17.69,6.99,9.49,12.25,35.57,19.09,Low
648.25,4.54,6.97,71.13,30.9,83.63,7.79,Low
383.98,9.59,5.83,29.59,18.36,36.35,23.93,Low
489.95,15.02,6.27,16.73,20.62,47.49,78.46,Low
518.97,1.58,5.19,18.82,37.37,44.04,27.72,Low
85.02,10.59,8.03,57.06,14.4,79.97,88.89,Low
482.09,1.58,8.09,71.13,21.29,63.79,2.29,Low
677.44,5.81,7.37,54.94,11.99,67.09,67.96,Low
560.54,15.95,6.16,47.94,38.64,67.7,88.05,Low
414.81,6.92,6.8,81.43,34.37,70.36,42.83,Low
343.64,18.06,8.37,38.55,26.66,87.73,38.85,Low
124.95,12.66,5.47,15.68,25.18,78.37,48.89,Low
539.31,12.37,8.49,74.43,31.33,59.48,86.02,Low
232.5,6.54,8.09,82.92,33.57,80.45,38.69,Low
179.11,0.15,5.91,84.9,19.24,49.13,3.79,Low
519.64,10.33,7.17,96.37,20.34,60.01,9.23,Low
293.0,10.74,5.07,94.76,10.32,36.5,40.2,Low
169.57,0.8,6.94,4.93,20.98,60.25,61.83,High
788.3,13.37,5.58,98.78,13.2,39.61,64.04,Low
441.15,8.27,8.85,58.78,28.59,37.05,25.88,Low
172.88,4.66,5.71,76.8,38.06,83.48,68.15,Low
661.78,6.26,5.63,63.28,18.29,45.63,93.19,Low
414.63,16.87,7.27,98.21,38.26,74.53,44.75,Low
673.98,8.01,6.26,40.74,18.41,44.49,59.8,Low
436.65,18.61,7.07,35.9,14.76,54.43,97.68,Low
424.97,6.67,8.4,48.96,31.42,79.4,52.88,High
143.96,14.93,6.4,53.99,30.4,40.2,18.45,Low
122.48,16.65,6.54,14.3,21.12,41.39,57.14,Low
503.71,15.1,7.91,96.53,18.28,73.71,93.61,Low
683.26,2.96,8.79,49.42,13.77,82.46,61.15,Low
662.45,4.51,5.62,5.5,34.59,48.23,13.87,Low
699.2,19.49,5.99,74.95,21.25,42.95,7.39,Low
551.64,15.76,6.19,84.97,29.28,45.33,60.45,Low
91.48,3.05,8.61,34.83,11.06,41.13,80.48,Low
404.21,6.84,8.61,89.81,23.76,78.83,1.79,Low
83.24,16.95,6.5,23.5,21.77,72.58,75.16,Low
353.08,18.39,7.75,9.37,35.35,34.94,54.83,Low
663.1,13.18,5.86,2.01,24.5,60.49,14.8,Low
182.57,6.8,6.5,71.87,11.5,58.94,35.51,Low
410.92,19.35,7.41,87.93,22.21,56.19,76.33,Low
510.71,3.36,7.06,90.81,17.23,42.11,48.4,Low
627.91,7.51,8.41,61.72,12.05,56.16,79.69,Low
498.93,18.88,6.01,31.33,23.24,46.82,29.65,Low
173.55,16.95,8.18,60.54,10.51,70.96,95.94,Low
147.84,14.61,7.82,4.35,36.72,82.43,6.55,Low
484.33,9.11,7.25,75.17,15.69,51.53,71.25,Low
681.01,1.03,6.77,31.71,39.35,40.09,83.04,Low
471.67,5.71,8.27,83.16,25.03,37.93,33.67,Low
117.77,5.66,8.58,62.93,29.82,55.47,80.11,Low
419.33,14.05,6.38,79.02,32.53,50.76,69.54,Low
350.48,12.0,8.28,73.32,23.73,38.56,77.49,Low
342.86,18.35,7.75,88.28,34.5,89.98,51.78,Low
150.89,12.9,8.82,57.81,20.79,70.31,12.38,Low
225.48,12.16,5.86,66.02,27.57,64.27,55.55,Low
371.36,19.06,6.86,44.17,35.87,70.75,56.39,Low
306.24,2.48,7.35,15.1,19.53,83.53,93.06,High
303.58,16.07,8.77,94.52,33.58,62.19,36.34,Low
624.92,18.35,5.91,8.75,33.27,78.05,20.53,Low
632.79,16.28,5.08,61.84,25.26,31.24,62.16,Low
341.66,19.32,8.79,32.78,25.67,49.25,3.07,Low
555.76,7.84,6.04,70.99,21.41,65.73,73.78,Low
65.34,4.44,7.22,49.08,15.35,50.9,3.18,High
773.59,9.27,8.53,18.82,25.05,44.46,3.16,Low
467.02,16.3,7.6,32.67,35.67,32.74,42.89,Low
729.38,14.84,7.74,13.02,20.53,83.55,78.96,Low
508.59,8.56,5.36,37.07,18.07,78.46,74.94,Low
364.83,15.97,5.1,42.37,31.88,48.04,68.84,Low
102.71,3.92,8.73,72.49,17.19,65.43,73.02,Low
495.7,19.79,8.04,16.64,19.0,30.83,47.28,Low
698.39,5.72,8.91,9.45,15.24,53.38,21.87,Low
690.01,14.85,7.92,93.0,14.42,81.53,34.17,Low
527.62,1.02,5.78,81.65,24.98,54.8,50.03,Low
652.61,12.1,7.86,29.94,22.68,58.44,70.31,Low
502.26,11.07,8.39,47.07,22.08,33.3,81.69,Low
430.76,7.94,8.47,55.12,27.65,69.81,58.64,Low
544.43,4.84,7.88,94.98,34.55,51.37,39.44,Low
655.97,14.33,5.66,30.14,28.63,73.55,17.35,Low
658.15,18.48,6.17,6.8,15.37,42.06,20.16,Low
465.79,9.11,6.7,38.93,22.03,52.59,48.77,High
686.54,19.76,5.5,6.81,34.88,85.14,36.12,Low
300.9,0.91,5.84,37.8,20.23,81.16,25.42,Low
68.09,18.79,8.17,73.32,30.16,63.57,18.35,Low
702.33,11.06,6.83,17.44,36.94,34.36,72.62,Low
695.63,14.11,8.63,71.81,18.73,44.6,86.27,Low
320.13,2.02,6.32,41.28,35.62,30.64,38.41,Low
661.64,17.58,5.45,48.32,13.72,48.47,71.65,Low
599.47,12.46,6.71,87.93,26.55,34.69,59.37,Low
502.46,3.16,7.16,43.37,27.52,46.0,31.67,Low
98.94,9.84,6.17,30.42,28.7,65.65,84.16,Low
707.82,19.86,7.8,55.3,35.92,50.49,37.12,Low
170.27,18.07,8.04,97.87,10.81,30.18,70.53,Low
144.65,17.44,5.17,62.25,19.14,78.22,21.58,Low
276.27,16.92,6.0,74.59,12.97,44.64,14.74,Low
489.93,9.2,7.93,30.44,23.22,81.29,38.6,High
355.92,4.85,5.06,64.69,36.67,44.68,2.0,Low
332.21,12.94,8.1,44.48,28.54,70.82,40.8,Low
91.19,3.85,5.3,34.14,13.9,60.55,50.41,Low
582.24,6.46,5.68,33.96,31.41,86.81,28.83,Low
672.72,12.43,7.08,75.32,33.41,74.53,95.26,Low
226.91,15.24,8.75,38.83,37.27,70.76,64.69,Low
107.66,5.24,6.56,88.19,37.25,37.14,2.42,Low
234.8,9.21,5.74,36.14,34.57,77.61,38.06,Low
282.23,1.19,7.19,21.15,32.57,66.08,76.07,High
548.95,0.36,5.7,63.58,35.43,60.27,55.89,Low
793.15,15.55,8.81,78.02,39.79,84.04,57.76,Low
657.43,19.43,6.25,11.44,27.46,82.63,55.25,Low
553.69,16.33,6.92,86.58,15.97,53.25,4.39,Low
599.17,4.92,6.78,25.7,38.07,72.23,41.61,Low
296.19,9.52,6.53,6.09,21.48,61.14,46.48,High
592.17,8.74,5.24,85.29,24.63,76.73,43.28,Low
510.43,4.93,5.3,38.29,28.25,66.76,43.18,Low
436.22,11.79,8.54,30.46,17.68,76.75,68.66,Low
231.9,11.9,5.39,1.07,16.77,84.59,62.6,Low
137.06,3.05,6.06,19.74,18.1,31.25,11.38,Low
604.42,17.19,5.96,29.78,30.52,62.55,27.96,Low
648.3,18.39,6.13,69.59,11.33,47.72,12.48,Low
523.31,12.95,8.49,27.49,18.25,42.64,5.92,Low
716.32,7.44,5.57,60.61,12.04,60.8,31.44,Low
600.68,4.09,8.27,63.44,39.6,70.03,50.98,Low
354.68,5.87,6.68,69.31,35.72,87.08,90.25,Low
177.21,16.53,7.92,91.35,26.73,48.37,72.37,Low
96.2,5.94,7.83,62.56,20.16,55.06,74.95,Low
345.8,11.75,6.01,18.31,25.61,39.36,74.77,Low
406.06,4.44,6.14,35.75,10.12,72.08,19.94,Low
529.16,6.92,5.36,85.66,27.66,56.12,40.77,Low
735.59,12.01,8.52,41.16,34.79,74.13,83.55,Low
352.24,11.94,8.83,46.19,30.15,31.49,36.84,Low
363.45,11.01,6.85,42.61,38.48,38.4,2.68,Low
287.64,13.97,8.47,23.77,30.85,58.94,35.19,Low
498.22,19.18,8.67,11.19,19.94,53.0,84.22,Low
492.59,14.2,6.62,74.8,26.0,45.04,40.49,Low
176.31,8.03,5.21,65.47,15.75,37.04,24.94,Low
754.53,15.62,5.02,92.57,17.63,40.99,47.37,Low
480.32,2.86,8.57,29.97,22.5,42.15,26.55,Low
116.61,19.87,5.59,78.23,36.06,45.43,89.92,Low
100.77,8.91,8.41,12.28,15.71,52.73,80.02,High
476.57,5.86,5.37,75.96,27.44,72.73,9.49,Low
477.89,2.71,8.41,23.29,19.59,35.96,63.02,High
389.51,19.08,6.73,46.13,38.55,80.59,51.83,Low
301.76,0.44,8.87,56.16,15.71,32.5,19.46,Low
401.31,5.19,5.94,84.52,17.65,73.81,55.07,Low
312.2,17.21,7.99,68.56,18.07,74.19,71.6,Low
332.01,16.28,7.27,70.97,23.77,51.76,66.6,Low
532.16,16.4,8.43,2.95,14.79,62.26,27.71,Low
318.39,9.85,8.92,18.04,31.73,64.95,61.37,Low
769.6,0.13,8.02,67.26,14.83,36.89,69.45,Low
203.16,4.42,8.32,84.86,29.44,44.69,7.66,Low
516.82,2.53,5.49,91.34,13.96,39.38,87.15,Low
297.23,3.11,6.13,47.65,16.06,86.97,35.71,Low
453.57,6.46,6.21,64.65,32.2,47.37,77.39,Low
82.47,9.91,6.45,71.52,29.94,88.78,74.12,Low
469.02,15.96,7.04,78.6,36.17,84.19,88.59,Low
498.83,14.26,6.95,14.54,30.32,87.98,46.14,Low
417.22,15.44,6.91,46.34,23.42,88.73,8.12,Low
480.01,0.68,5.15,68.18,22.75,52.5,19.54,Low
652.49,16.44,6.84,47.98,15.96,86.65,4.27,Low
378.49,5.05,7.48,46.77,13.89,72.93,9.55,High
701.93,13.67,7.84,12.87,36.76,59.75,8.14,Low
754.65,19.0,6.48,71.11,27.63,59.89,47.74,Low
450.92,5.67,8.66,61.5,19.39,62.54,63.01,Low
184.2,15.29,5.65,9.06,29.69,64.21,50.55,Low
210.06,3.27,5.22,13.58,34.83,83.49,76.48,Low
371.06,19.23,7.6,33.36,16.58,63.51,27.16,Low
447.98,15.94,5.96,63.6,22.91,48.99,9.69,Low
613.45,12.11,6.53,71.14,10.64,53.49,33.29,Low
380.55,7.74,8.55,52.71,26.26,89.51,8.69,Low
261.12,4.29,6.7,16.75,25.18,39.67,6.8,High
315.54,14.34,5.97,3.64,22.16,89.97,42.96,Low
560.63,10.49,6.23,42.1,18.9,55.68,61.44,Low
312.75,13.85,6.37,45.15,32.17,34.23,12.79,Low
139.52,7.92,8.69,67.88,30.61,57.76,96.31,Low
795.54,1.2,7.3,23.36,20.6,84.69,57.15,Low
755.67,8.94,8.14,38.21,14.95,55.17,45.0,Low
668.93,16.43,7.73,6.78,14.39,61.01,27.74,Low
594.09,11.25,6.2,16.07,20.25,73.58,52.82,Low
142.98,10.99,8.98,99.36,37.25,63.33,13.34,Low
516.95,6.4,5.11,50.43,36.93,63.47,66.67,Low
624.31,6.73,5.27,5.34,18.6,76.13,99.39,Low
778.45,17.77,8.98,25.45,15.93,61.03,72.61,Low
604.26,0.98,7.9,80.96,29.09,60.66,16.13,Low
667.26,4.29,6.67,94.59,14.26,43.78,73.44,Low
195.29,18.56,7.87,41.75,38.51,58.56,49.0,Low
698.4,18.22,7.94,89.07,13.73,44.16,82.48,Low
663.57,13.95,5.48,92.26,23.84,76.75,25.71,Low
84.28,19.51,7.09,20.21,34.39,32.4,87.9,Low
589.1,4.79,8.7,81.46,25.66,35.55,24.94,Low
675.36,12.9,7.32,72.79,10.7,70.95,21.94,Low
546.64,0.52,6.01,40.55,23.16,71.72,97.63,Low
408.15,8.24,7.66,42.64,18.26,81.94,77.15,High
613.17,6.56,8.77,76.39,39.55,59.81,61.08,Low
604.37,1.37,5.62,14.62,22.6,81.01,7.6,Low
196.93,18.08,6.13,19.47,18.54,57.0,71.27,Low
173.65,13.89,5.86,81.7,17.02,48.36,69.28,Low
81.7,0.36,7.66,36.3,19.43,60.12,97.05,High
159.73,19.7,7.7,77.36,23.44,69.23,29.15,Low
117.13,10.63,8.38,24.19,22.84,35.36,1.14,Low
258.11,10.75,7.64,97.72,32.12,45.19,64.05,Low
603.03,13.29,6.6,24.22,14.02,33.65,64.43,Low
533.15,15.19,6.07,36.34,28.43,63.97,57.43,Low
263.3,16.62,5.59,16.5,11.45,55.8,2.48,Low
61.11,14.77,8.6,21.51,12.45,50.71,34.99,Low
539.99,5.72,7.55,62.88,19.79,71.08,22.9,Low
754.38,11.9,8.06,95.58,28.89,80.12,95.4,Low
635.9,4.05,8.99,76.73,12.91,63.21,45.92,Low
469.91,9.87,6.24,98.72,12.55,83.14,97.97,Low
740.87,10.8,5.66,38.79,39.39,35.15,78.48,Low
569.84,17.19,6.01,38.01,25.18,45.15,3.77,Low
545.47,8.13,8.67,59.18,28.97,56.79,10.2,Low
297.26,9.06,8.17,79.05,26.59,52.53,36.03,Low
524.31,17.76,7.1,60.61,37.03,51.82,68.9,Low
532.67,13.72,5.65,9.24,13.04,51.06,30.47,Low
274.18,11.13,7.93,4.68,34.51,82.47,39.17,Low
311.05,13.63,7.14,1.41,31.1,39.07,25.63,Low
528.73,19.84,7.37,47.56,10.64,63.11,24.43,Low
393.94,1.07,6.89,90.68,34.94,67.63,93.49,Low
327.39,1.13,8.23,28.72,33.16,32.2,14.71,High
588.8,3.12,8.17,31.77,31.67,67.25,56.43,Low
231.51,2.56,8.13,66.69,39.1,30.42,88.78,Low
700.52,13.81,6.04,94.92,14.73,36.32,54.13,Low
718.13,6.02,5.57,99.45,24.27,36.99,68.44,Low
93.36,3.45,7.49,60.95,14.65,87.21,67.57,Low
334.48,14.18,8.26,90.77,32.62,87.52,28.88,Low
99.44,12.74,6.53,87.9,14.14,82.39,86.76,Low
564.91,17.71,6.4,36.62,11.37,85.56,77.16,Low
253.05,18.12,8.49,59.09,25.73,44.9,84.56,Low
762.54,14.78,6.94,10.1,39.14,80.83,22.85,Low
716.05,18.4,8.22,28.26,25.54,45.27,52.96,Low
706.49,4.92,5.27,78.58,39.87,34.26,3.86,Low
350.09,16.89,7.67,29.87,24.19,60.53,83.55,Low
718.01,16.88,7.07,68.67,22.05,37.84,36.63,Low
207.83,3.06,7.27,42.84,33.02,49.25,83.7,High
396.95,19.53,8.11,57.97,10.6,59.23,52.53,Low
445.37,3.29,7.92,72.78,17.81,51.98,81.29,Low
492.76,10.54,6.37,70.87,26.61,60.03,90.68,Low
225.62,8.76,8.04,0.32,37.14,37.99,54.5,High
617.48,13.72,5.31,38.7,36.16,84.63,38.3,Low
626.92,6.24,5.71,95.59,23.05,62.96,24.83,Low
327.11,4.85,8.68,89.34,32.27,42.95,23.38,Low
367.27,14.56,8.27,76.86,38.44,49.69,75.69,Low
327.45,13.59,7.33,52.33,28.81,56.96,84.57,Low
403.8,5.33,5.49,71.25,16.23,61.48,36.92,Low
276.65,3.66,7.15,67.58,17.04,34.83,56.35,Low
296.76,19.24,7.58,79.9,31.8,40.91,70.67,Low
273.26,15.17,6.17,40.95,20.99,49.2,95.65,Low
600.92,14.97,5.77,27.37,27.96,37.46,5.04,Low
423.03,5.3,5.43,66.56,20.04,78.13,39.97,Low
87.36,8.26,6.38,45.89,31.67,31.37,86.48,Low
385.54,14.48,8.31,25.17,21.09,71.04,56.42,Low
91.52,2.89,7.32,13.14,37.7,85.33,92.65,High
566.8,19.34,6.69,16.5,32.43,34.34,80.4,Low
537.39,3.65,8.34,0.78,11.54,72.81,71.87,Low
75.81,14.53,7.98,71.74,20.82,32.95,15.4,Low
707.05,19.82,8.74,32.3,10.06,56.08,57.12,Low
468.52,19.06,5.52,81.3,20.54,64.04,65.59,Low
290.15,9.86,7.45,55.02,21.85,36.09,56.61,Low
562.56,11.59,8.03,26.71,27.87,55.29,44.97,Low
524.96,1.27,7.04,81.08,15.41,89.34,23.0,Low
378.19,15.69,5.69,76.42,26.11,65.86,39.56,Low
471.28,12.77,7.52,65.14,28.19,37.68,20.64,Low
62.86,19.98,7.19,0.74,20.66,76.24,49.56,Low
364.76,0.24,6.16,80.18,36.89,66.03,0.9,Low
100.79,19.86,5.41,72.67,10.02,86.11,18.29,Low
135.89,2.58,8.63,75.63,25.96,59.44,66.8,Low
510.86,2.51,7.5,10.16,31.76,50.03,37.44,Low
439.96,6.98,5.48,57.18,18.66,70.4,35.31,Low
713.02,0.09,6.66,97.74,27.09,30.61,5.14,Low
174.83,7.79,8.82,41.39,36.6,43.45,82.44,Low
689.95,18.66,6.54,67.11,14.26,51.45,89.07,Low
67.52,7.28,8.83,52.06,17.95,77.11,20.92,Low
299.14,19.93,5.44,29.01,11.19,37.88,41.11,Low
401.36,18.64,6.35,72.99,17.83,60.15,91.17,Low
248.72,2.61,8.7,65.93,25.07,30.21,56.16,Low
260.31,10.5,6.36,72.73,32.14,58.33,9.15,Low
508.11,14.59,7.03,90.51,12.59,89.04,44.15,Low
794.61,10.49,5.67,20.21,24.23,52.82,92.38,Low
780.06,1.17,7.2,71.32,27.65,49.4,99.17,Low
474.11,6.44,5.28,37.9,33.53,33.33,64.28,Low
90.18,4.97,5.11,66.47,27.56,53.39,41.95,Low
181.81,9.03,8.85,66.27,18.69,49.71,21.63,Low
497.75,6.75,8.21,48.68,31.33,38.12,40.99,High
762.01,12.75,5.35,2.8,13.8,41.52,15.37,Low
252.22,10.82,7.28,60.69,31.03,67.22,80.22,Low
705.71,10.1,6.17,28.91,33.52,80.48,73.99,Low
184.34,16.32,6.15,87.82,39.13,59.9,63.21,Low
77.09,4.62,6.85,62.12,27.21,34.38,15.89,Low
273.25,0.6,7.53,6.35,18.32,60.84,30.34,High
428.25,13.71,7.93,51.13,28.1,89.7,92.53,Low
477.4,5.06,7.14,97.3,12.04,60.41,20.61,Low
644.57,12.87,6.01,67.36,19.4,38.59,33.89,Low
612.24,9.58,5.71,14.63,37.32,48.51,99.45,Low
371.99,3.1,8.11,32.69,27.53,57.32,64.89,High
92.19,15.52,5.47,78.43,31.71,82.54,49.43,Low
386.35,11.15,5.29,0.75,26.26,65.35,46.09,Low
422.17,13.28,8.96,35.49,20.31,48.2,9.33,Low
625.72,1.22,6.38,47.22,14.06,88.84,91.85,Low
325.64,14.73,5.89,36.76,30.14,68.62,88.81,Low
91.98,6.27,8.54,7.16,34.83,45.72,4.43,Low
224.07,12.84,6.29,10.73,13.46,37.57,89.56,Low
506.99,8.64,5.41,56.66,11.33,83.35,39.63,Low
286.58,12.81,5.59,40.98,28.09,77.31,86.68,Low
463.14,13.6,7.93,64.89,15.4,40.08,24.17,Low
189.33,11.83,8.01,82.43,12.1,73.47,85.5,Low
534.96,17.31,7.05,42.88,24.99,86.82,71.39,Low
299.37,5.25,5.62,15.44,18.55,64.61,70.72,Low
394.13,13.81,5.47,66.04,25.87,83.44,59.78,Low
65.82,19.1,7.44,77.54,12.39,72.96,0.77,Low
673.64,15.76,7.3,35.99,28.67,69.47,23.53,Low
334.26,17.65,5.09,40.69,34.29,65.6,97.76,Low
146.19,12.52,7.76,98.83,26.24,62.27,97.76,Low
779.66,3.16,5.31,95.13,24.27,56.23,99.99,Low
285.13,6.07,5.97,57.32,13.12,71.81,63.36,Low
372.32,18.15,8.22,68.37,27.39,44.38,6.54,Low
526.38,4.53,7.76,24.84,19.49,46.94,16.0,Low
497.76,11.31,5.84,23.46,13.0,57.64,17.46,Low
636.72,6.97,7.45,36.99,11.25,47.7,28.79,Low
293.57,14.09,6.84,0.64,32.79,34.9,79.5,Low
179.7,6.46,8.49,6.09,32.38,34.47,26.6,High
406.25,17.13,7.71,72.94,38.1,79.66,72.33,Low
295.95,6.5,5.71,52.85,35.51,46.22,47.59,Low
391.14,14.62,5.8,97.85,21.04,64.05,32.2,Low
392.27,17.68,6.08,19.14,27.81,32.19,77.36,Low
489.79,13.46,8.4,54.44,16.07,34.48,9.88,Low
396.58,13.43,7.88,21.6,38.4,44.71,57.22,Low
619.88,15.21,5.2,67.97,19.97,78.02,89.24,Low
709.95,11.24,5.58,88.75,17.46,56.64,95.59,Low
770.26,12.81,6.54,12.39,30.26,53.27,75.66,Low
642.69,16.88,8.24,17.16,14.82,43.24,39.81,Low
529.99,19.51,8.33,11.85,10.45,82.58,6.61,Low
666.11,13.02,8.07,95.63,26.92,64.31,3.66,Low
508.78,3.79,6.48,72.54,35.13,61.32,27.15,Low
718.93,10.42,5.35,62.36,36.13,52.07,36.35,Low
379.02,19.43,8.11,23.04,15.44,72.43,19.73,Low
422.03,18.8,7.01,27.79,16.38,47.76,9.29,Low
428.62,17.93,5.38,1.0,24.4,47.16,4.43,Low
674.83,7.62,8.05,69.32,13.18,82.54,64.79,Low
603.73,13.04,5.13,52.79,13.72,35.52,58.69,Low
422.96,10.29,8.06,92.44,17.58,79.85,72.73,Low
259.06,17.27,6.12,8.73,26.86,71.27,58.92,Low
204.02,8.44,8.81,14.02,25.83,72.23,87.35,Low
110.95,18.22,5.86,23.24,36.43,58.95,64.86,Low
784.67,14.8,8.51,76.52,30.85,53.01,16.15,Low
497.04,0.39,6.94,82.54,11.89,70.58,18.97,Low
706.37,14.6,8.34,91.01,28.53,62.94,80.4,Low
63.3,15.75,8.36,40.37,34.29,48.51,89.53,Low
256.13,6.17,7.17,8.87,27.33,75.13,75.08,High
331.76,4.47,7.5,91.39,10.81,85.31,56.86,Low
680.22,14.74,5.15,0.34,18.62,50.37,97.47,Low
213.56,6.48,7.08,84.78,32.51,30.09,1.7,Low
751.72,3.04,6.03,26.21,30.65,81.09,96.36,Low
152.35,14.14,5.79,81.93,31.2,43.92,22.06,Low
562.25,2.05,7.65,24.26,18.37,35.2,43.71,Low
584.53,1.05,5.18,25.18,12.15,57.43,24.39,Low
275.89,1.51,6.27,51.61,23.25,41.34,86.66,Low
67.83,10.43,5.76,90.64,35.64,53.18,6.65,Low
595.88,7.44,7.75,82.32,17.53,49.55,73.14,Low
610.07,16.42,6.84,31.82,33.2,43.1,76.16,Low
258.98,5.65,7.91,77.0,17.1,77.14,50.31,Low
535.53,3.49,6.48,12.64,26.34,81.01,98.59,Low
388.47,14.92,8.67,53.78,14.02,37.41,19.41,Low
313.32,19.46,5.89,19.45,31.34,35.32,1.74,Low
403.5,7.27,5.61,54.84,31.76,36.77,97.21,Low
613.91,13.78,7.98,19.82,26.99,48.21,48.81,Low
346.46,19.71,6.63,72.84,26.99,47.55,22.54,Low
234.43,3.01,6.8,92.15,12.44,62.61,89.82,Low
498.66,4.47,5.68,67.93,38.14,86.36,53.82,Low
310.09,6.89,7.97,69.99,22.1,87.37,7.62,Low
291.5,2.29,7.65,26.32,36.74,57.43,96.06,High
705.82,14.67,8.21,71.69,22.3,44.27,38.8,Low
524.56,15.06,6.12,53.16,33.47,65.0,88.45,Low
774.19,8.91,7.0,89.24,14.92,68.5,56.13,Low
225.73,15.77,5.71,34.74,12.92,82.69,89.18,Low
75.05,4.33,5.41,25.8,30.63,86.19,52.91,Low
695.77,2.45,8.97,41.94,13.84,49.19,72.43,Low
500.29,14.66,7.13,42.52,29.4,85.22,47.85,Low
384.2,17.95,5.53,60.83,38.41,61.61,84.7,Low
346.04,5.46,8.8,33.46,21.11,62.89,46.0,Low
94.08,14.69,5.78,43.49,22.26,58.34,93.92,Low
381.39,17.56,6.99,61.48,21.01,47.53,41.15,Low
752.88,19.29,7.67,73.14,14.11,84.17,92.02,Low
783.09,11.85,7.8,70.21,29.39,81.79,28.27,Low
81.65,4.6,5.4,34.63,18.65,35.79,77.94,Low
626.56,18.35,5.37,99.4,20.18,36.86,78.59,Low
623.0,1.44,6.5,77.44,32.7,31.26,49.2,Low
140.56,7.14,7.33,60.92,12.01,41.43,91.1,Low
64.18,2.63,6.39,59.45,14.21,56.23,22.88,Low
438.54,11.86,7.58,34.13,31.89,85.89,77.62,Low
461.23,7.82,7.85,35.34,14.09,87.41,8.66,High
710.32,18.6,8.47,18.22,30.26,49.09,7.67,Low
563.51,10.82,6.42,98.1,37.05,57.69,16.8,Low
429.46,18.7,6.48,0.8,11.05,56.86,61.7,Low
630.21,17.26,6.3,6.49,31.4,36.31,44.23,Low
386.78,2.08,6.83,83.85,24.65,82.13,39.35,Low
226.63,18.76,6.14,82.29,25.54,71.38,68.4,Low
575.59,3.17,8.65,9.65,19.51,78.65,5.77,Low
306.42,16.99,5.03,72.86,22.4,30.72,51.92,Low
118.74,9.27,7.98,38.48,21.02,66.71,48.78,High
149.05,12.95,6.96,49.99,33.61,54.57,66.64,Low
484.19,11.1,5.68,55.16,35.8,30.3,73.16,Low
753.73,0.93,8.99,22.82,16.85,36.86,48.38,Low
773.65,8.29,6.77,8.07,16.8,49.47,81.91,Low
236.84,14.28,8.34,24.16,19.3,43.34,87.57,Low
532.59,7.26,8.47,39.77,29.05,31.74,62.96,Low
691.46,15.04,6.33,38.46,29.69,66.67,25.22,Low
120.85,18.58,6.19,1.84,30.99,64.37,49.5,Low
302.77,4.58,8.54,16.86,14.02,65.6,1.68,Low
548.11,4.79,7.84,29.58,36.11,59.1,61.56,Low
594.21,11.22,7.22,33.94,11.17,51.64,60.9,Low
619.62,14.86,5.82,2.7,33.98,62.56,78.38,Low
304.34,7.9,7.64,75.26,18.25,30.79,84.89,Low
164.61,10.28,6.4,32.82,36.96,50.33,95.05,Low
548.81,12.92,6.62,53.86,16.58,33.12,80.31,Low
140.65,10.66,6.23,10.01,20.38,77.19,24.18,Low
236.7,0.38,8.45,98.13,14.85,40.56,43.49,Low
470.85,19.21,7.8,17.36,39.11,60.41,7.18,Low
211.12,15.8,8.27,70.78,28.9,81.68,71.06,Low
579.09,15.03,8.03,18.95,35.26,51.73,99.73,Low
497.24,5.21,6.0,54.61,38.95,72.55,61.23,Low
181.73,3.5,6.86,91.54,21.25,74.57,23.25,Low
385.23,15.11,8.51,56.08,12.95,41.76,24.99,Low
635.19,0.91,8.74,34.52,25.76,70.13,63.03,Low
81.94,3.06,6.72,35.53,34.15,73.06,42.24,High
589.66,10.05,5.22,83.99,38.06,78.47,53.56,Low
533.23,11.03,5.13,47.0,17.58,41.66,75.93,Low
407.88,11.54,5.91,22.11,13.83,42.24,51.02,Low
438.04,9.77,5.75,2.48,24.23,52.78,35.2,Low
